"Tempratuur afgerond op hele normale aantallen KNMI";"Tempratuur in de Kas";"outside Luchtvochtigheid - % - 1 uur";"Plant Straling Par";"prediction(Tempratuur in de Kas)"
8.2;15.1;88;5;17.424181978338126
8.2;14.9;87;5;17.47756642662616
8.2;15.6;90;5;17.31741308176205
7.8;17.3;93;32;17.3517745569931
7.1;18.9;95;296;19.782616128154203
7.5;19.0;95;296;19.86180214948653
8.8;18.7;90;318;20.609094460679174
6.1;20.3;90;359;20.49020861292771
6.1;21.8;90;396;20.865280136365374
6.2;22.6;94;304;19.738928574052654
6.4;23.2;98;310;19.625806200772775
6.7;23.5;98;317;19.756155194179144
6.5;23.3;96;291;19.55976730686259
6.5;22.1;100;6;16.45716507642031
6.1;19.5;100;5;16.367841986886965
6.5;16.3;81;5;17.461332525691997
6.1;15.9;76;5;17.64906874579986
5.7;15.7;75;5;17.62326717275557
7.0;15.4;75;5;17.88062174208563
7.5;15.9;76;5;17.926219820463
8.7;18.5;70;296;21.433971420684443
9.6;18.6;75;296;21.345217727241987
11.9;21.4;68;411;23.3399913310362
13.5;23.1;68;450;24.052081076205205
14.8;26.1;70;476;24.46623052218566
14.3;26.4;70;542;25.03629449678744
13.8;24.8;68;369;23.290368067921996
13.3;24.0;71;316;22.493967581738517
13.5;24.7;72;290;22.21661237089018
13.5;22.6;79;6;18.963993863784804
13.3;21.5;84;6;18.657478611678457
13.3;19.7;91;5;18.273650405461176
13.4;18.1;86;5;18.560369152234447
13.2;16.3;86;5;18.52077614156828
13.3;15.1;94;5;18.113497060597066
13.3;15.1;96;5;18.00672816402099
13.1;16.1;96;5;17.96713515335483
13.4;18.7;95;291;20.97911062313326
13.1;19.2;94;291;20.973105555422052
13.4;19.3;93;296;21.136564860714422
13.6;19.5;93;337;21.591777667622324
12.8;22.9;97;397;21.828091923866598
11.5;23.6;100;349;20.924004736023562
11.1;24.7;100;338;20.73331096448004
11.2;21.7;98;5;17.484232655450203
12.0;19.2;98;5;17.642604698114855
11.8;17.7;98;5;17.603011687448692
11.8;15.1;99;5;17.549627239160653
11.7;15.8;99;5;17.529830733827573
11.7;17.0;99;31;17.793394507054042
11.7;18.6;99;297;20.48985464852483
11.8;18.8;100;296;20.446129637368855
11.8;18.8;100;296;20.446129637368855
11.9;20.1;100;306;20.56729682471212
12.1;21.5;100;308;20.627163971780316
11.4;25.0;96;348;21.107608955641613
11.5;25.5;91;400;21.921455248867815
11.6;23.4;66;291;22.17092252749087
11.6;21.9;77;6;18.694629159032328
11.3;19.9;76;5;18.678487023120102
11.2;18.4;79;5;18.49853717292291
11.1;17.4;79;5;18.478740667589825
9.8;17.1;77;5;18.32815499483584
10.3;17.1;78;5;18.373753073213212
9.4;16.5;78;5;18.195584525215477
8.5;18.3;80;296;20.860533927137908
8.7;18.8;81;296;20.846742489516032
8.7;19.2;81;297;20.85687955771705
8.6;23.1;82;408;21.90891317440893
8.2;24.3;85;375;21.335050557578896
8.5;24.5;89;319;20.613226461168985
8.8;24.0;96;298;20.086046406930592
8.6;23.9;96;295;20.016042191661374
6.1;17.9;92;5;16.794917573191263
6.0;16.7;91;5;16.828505516146215
5.5;16.3;89;5;16.836291886056884
6.0;16.3;89;5;16.93527441272229
6.9;16.3;87;5;17.2202118572961
7.0;17.1;87;31;17.503572135855652
6.4;18.3;88;297;20.027868797039915
6.6;19.0;86;296;20.164093636081134
9.0;22.3;83;394;21.792795792638962
8.8;23.3;82;409;21.95864325327611
9.4;24.9;77;377;22.01995834428221
9.0;24.6;74;358;21.908321371994653
8.8;24.2;75;309;21.318627571190568
8.6;23.6;77;291;20.98979843633001
8.5;21.4;75;6;18.187706390282873
8.3;18.7;71;5;18.35151410456784
7.4;16.0;86;5;17.37257883224955
7.7;16.0;88;5;17.325199451672717
7.4;16.9;93;31;17.262451467459755
7.4;19.1;95;296;19.84200564415345
7.5;19.6;95;295;19.85166508128551
7.4;19.2;96;295;19.778484127664395
7.4;19.9;95;318;20.065021144575844
8.0;22.5;95;338;20.386541540594695
8.3;23.7;94;334;20.458767232077907
8.5;24.6;93;342;20.63284123664025
9.5;24.4;92;301;20.468570942017365
11.9;21.2;91;5;17.996499330798034
12.4;19.3;91;5;18.09548185746344
13.2;18.1;89;5;18.360622796704167
13.2;17.3;88;5;18.414007244992206
13.1;16.5;88;5;18.394210739659126
13.3;16.2;90;5;18.327034853749215
13.1;15.7;93;5;18.127288498218938
13.0;15.7;94;5;18.05410754459782
13.0;15.6;93;5;18.107491992885855
12.7;16.0;90;5;18.208255821750726
12.4;17.0;89;62;18.78006364149754
12.5;18.6;91;297;21.07530227749378
12.7;18.9;92;297;21.061510839871907
12.3;19.3;93;296;20.918803302050524
12.6;19.3;93;298;20.998466954451803
12.7;19.8;90;310;21.300061623061215
13.0;20.7;88;336;21.729783808863
13.7;22.1;83;392;22.702957406891766
13.9;24.0;78;492;24.023179479099916
13.5;24.2;77;397;23.034356426958915
13.4;24.3;81;388;22.709788514664524
13.1;24.1;81;336;22.123271452212343
12.8;24.3;83;307;21.6631380618075
13.1;18.2;92;5;18.180672946506977
13.1;17.2;92;5;18.180672946506977
13.2;16.6;93;5;18.147085003552018
13.1;16.3;94;5;18.073904049930903
12.7;15.5;95;5;17.941333580310538
12.5;15.8;92;5;18.061893914508488
12.3;17.1;91;61;18.64336117138737
12.1;18.2;92;297;20.942731807873418
11.7;18.8;89;297;21.023699131405202
11.6;18.9;88;297;21.057287074360158
11.4;18.8;87;296;21.06094144378101
12.0;21.2;93;309;20.99119567266451
12.0;21.4;96;341;21.155428510232976
12.2;21.5;99;322;20.842263880215686
11.5;21.7;100;315;20.579344417188953
10.2;23.1;100;296;20.12938555203955
9.9;23.1;100;292;20.029447763236234
8.9;18.1;100;5;16.92214413621325
10.3;17.1;98;5;17.306064107452467
10.2;17.1;95;5;17.446420946983498
10.8;16.6;96;5;17.51181553069395
10.0;16.3;94;5;17.460212384605374
10.0;17.5;91;298;20.590526712367758
10.6;18.1;84;297;21.07285981418149
10.1;18.6;85;297;20.920492839228043
10.4;18.9;85;297;20.97988235522729
10.7;19.4;83;322;21.399467472828057
11.2;20.4;83;340;21.680917227111788
11.2;21.4;78;430;22.860175606643597
11.4;24.9;80;423;22.72204024332656
11.7;24.0;82;385;22.28945227111105
11.4;24.3;84;354;21.80904474430417
10.2;23.9;84;306;21.084907406658328
9.4;23.6;91;292;20.41092527116316
9.0;20.8;95;6;17.218999951187534
8.3;19.0;92;5;17.23044069051906
6.9;18.0;90;5;17.06005851243199
6.8;17.4;90;5;17.04026200709891
6.3;16.9;88;5;17.048048377009575
6.1;17.4;87;5;17.061839814631448
5.9;16.5;86;5;17.075631252253324
5.7;16.3;86;5;17.03603824158716
4.2;18.2;84;297;19.805883472864267
4.7;18.8;84;297;19.904865999529676
5.6;19.2;85;306;20.12088371304853
6.2;19.9;86;316;20.287648978769166
7.0;21.2;87;401;21.254287370232312
7.2;23.0;81;381;21.411445706606337
8.1;23.9;83;360;21.26996692580662
8.1;24.8;91;350;20.741520657492142
8.0;24.6;90;305;20.31894053140129
8.2;21.6;93;6;17.167396805098956
8.5;20.0;95;5;17.10988035632111
10.7;18.8;96;5;17.492019025360868
10.3;17.9;97;5;17.359448555740503
10.8;16.8;98;5;17.405046634117877
11.6;16.3;98;5;17.56341867678253
11.4;16.3;97;5;17.5772101144044
11.3;16.5;96;5;17.610798057359357
11.3;18.0;96;297;20.570821972056613
11.4;18.5;97;297;20.537234029101658
11.3;19.0;98;297;20.46405307548054
11.3;19.6;98;297;20.46405307548054
11.6;19.9;98;297;20.523442591479785
12.2;19.7;96;321;20.99228015687878
12.4;21.1;92;349;21.529248870325596
13.0;21.8;91;346;21.67100114600907
13.3;23.9;87;396;22.45078186521136
13.0;24.5;82;341;22.100775839596313
12.3;24.3;85;307;21.45738663856602
12.7;21.0;85;6;18.48531513139193
13.0;17.4;88;5;18.374414234326043
13.0;16.4;89;5;18.321029786038004
11.2;15.4;92;5;17.804539345178426
10.2;15.2;90;5;17.713343188423686
9.7;15.1;91;5;17.560976213470237
9.3;15.5;91;5;17.48179019213791
9.3;18.4;94;296;20.27152369377004
8.5;18.7;95;297;20.069904271018366
8.4;19.0;94;297;20.103492213973322
8.0;19.3;92;318;20.343953521438447
7.6;20.0;92;350;20.589153682538697
8.8;21.3;91;412;21.508594423286826
6.8;22.9;89;430;21.401900440819595
6.9;23.7;83;298;20.403910633346523
7.7;22.9;86;294;20.361581058342992
7.8;18.2;86;5;17.451764853581874
8.4;17.0;95;5;17.090083850988027
8.0;16.7;97;5;16.904128933079626
6.8;16.8;90;5;17.04026200709891
7.7;16.3;90;5;17.218430555096642
8.2;16.0;90;5;17.31741308176205
8.2;15.9;90;5;17.31741308176205
6.5;17.9;91;297;19.88751195750888
7.8;19.0;93;297;20.038097630262868
8.4;20.8;87;343;20.943488489236408
9.1;23.1;88;437;21.981563989175637
9.4;24.4;87;438;22.104475021663934
8.2;24.3;88;311;20.526124847849633
8.4;23.5;88;291;20.362976494495438
8.7;21.4;89;6;17.479917124916515
7.8;19.1;85;5;17.50514930186991
8.7;18.0;87;6;17.58668602149259
8.2;17.3;75;5;18.11817980608261
7.3;17.1;73;5;18.046780154660947
7.4;15.8;80;5;17.69288552197777
7.7;17.2;72;297;21.13937453897857
7.7;17.8;76;296;20.9156996776254
8.3;18.5;83;296;20.66078757160763
7.9;18.8;74;296;21.062061584867642
7.6;18.7;80;296;20.682365379140172
8.3;19.0;81;313;20.939886627601012
7.7;19.8;76;332;21.280634132862048
8.3;23.2;70;352;21.922461218609126
7.6;24.2;64;445;23.04693971370045
8.2;23.8;66;410;22.704152462087237
8.1;23.7;76;308;21.116530517369945
7.9;23.7;77;307;21.013415990214728
7.7;23.0;68;292;21.30222699112563
6.5;16.3;69;5;18.101945905148444
6.4;15.7;70;5;18.02876495152733
6.4;15.1;80;5;17.494920468646956
6.2;14.8;75;5;17.722249699420978
5.8;15.0;64;5;18.23029260925706
5.7;15.3;61;5;18.37064944878809
5.6;17.1;59;298;21.427782822929355
4.9;18.4;75;297;20.424919044788172
5.2;18.7;76;297;20.43092411249938
5.9;18.7;75;296;20.61274702991797
6.7;18.9;75;308;20.892763890994836
7.6;21.6;70;364;21.905530499689768
8.5;25.1;66;453;23.199435910730255
6.0;23.5;81;303;20.38319632292995
4.9;20.1;81;5;17.144588440362693
4.3;18.3;78;5;17.185962753228313
3.3;16.5;80;5;16.881228803321424
3.6;15.5;81;5;16.88723387103263
3.8;15.3;82;5;16.87344243341076
3.7;15.0;85;5;16.693492583213562
3.5;15.1;79;5;16.974206262275622
2.9;15.5;85;5;16.53512054054891
1.8;18.5;85;296;19.26724582838125
1.2;18.5;79;296;19.468773486110983
0.5;19.3;83;296;19.11666015562726
4.0;21.1;89;361;20.148140585623068
4.8;22.6;87;382;20.62615995708517
4.0;24.3;75;313;20.408943588006725
4.6;24.1;76;302;20.36283042150598
4.1;23.1;76;291;20.152340144629374
3.4;20.4;73;6;17.284853514871784
4.3;18.5;81;5;17.0258094083642
6.5;15.7;97;5;16.6071813530834
6.6;15.3;97;5;16.626977858416485
6.4;15.1;97;5;16.58738484775032
5.6;14.6;96;5;16.482397253373705
3.5;17.9;98;296;18.909788591299154
5.9;18.7;99;296;19.331520271005076
4.8;18.7;100;297;19.07051133225416
5.4;18.9;100;298;19.199427432453668
4.9;19.7;100;302;19.140993178592332
4.0;21.2;100;315;19.094606517207833
5.6;22.5;100;340;19.664777307562584
4.7;23.7;100;334;19.425786350358745
3.4;23.0;100;291;18.73253784838491
3.5;19.9;99;6;15.916654364715894
2.0;16.4;99;5;15.609569716518653
1.4;15.0;97;5;15.597559581096238
2.5;14.9;95;5;15.922090036336211
2.2;14.9;88;5;16.236391658353227
2.3;15.4;87;5;16.309572611974346
2.0;16.8;85;297;19.31697590724843
1.8;17.8;82;296;19.427399173245362
0.6;18.5;81;296;19.24322555753642
-0.1;18.5;83;296;18.997881123628773
0.6;18.8;84;310;19.22499116748656
1.7;19.9;82;345;19.904319009762165
4.2;25.1;75;404;21.371009804965524
4.5;24.5;73;371;21.20264496690725
3.4;22.9;78;291;19.90699571072173
1.9;19.2;96;5;15.749926556049687
1.2;15.8;94;5;15.718119915294189
0.8;15.0;94;5;15.638933893961863
0.1;14.9;79;5;16.301125080950847
0.3;14.9;81;5;16.233949195040935
0.6;14.7;81;5;16.29333871104018
0.4;14.6;69;5;16.894359079830465
0.1;14.8;66;5;16.995122908695333
-0.4;15.3;61;5;17.16306262347011
-1.2;18.0;84;296;18.72673511667684
-1.5;18.3;83;295;18.710592980764613
-1.0;18.5;84;295;18.756191059141987
0.4;20.1;84;390;19.99636361290184
1.5;21.2;85;322;19.471420085608475
2.1;24.0;78;348;20.227454028849692
2.7;23.8;79;359;20.404356362771342
2.4;24.1;77;333;20.1881719701217
1.6;24.1;83;310;19.47634066910541
0.4;22.8;89;292;18.73600868776189
-0.4;20.0;90;5;15.614913623117033
-1.3;17.6;91;5;15.383360626831259
-2.4;15.6;94;5;15.00544572330325
-3.6;14.7;95;5;14.714503211018233
-4.0;14.9;94;5;14.688701637973946
-3.9;14.9;93;5;14.76188259159506
-3.1;14.8;93;5;14.920254634259713
-3.1;17.5;95;297;17.773509652380895
-3.3;18.2;96;297;17.680532193426696
-1.3;18.7;96;297;18.07646230008833
-0.9;18.6;97;297;18.102263873132618
-0.7;18.9;99;305;18.11618453283085
0.7;19.2;99;336;18.70758472172555
2.3;21.3;99;384;19.51090808070372
2.4;23.0;98;396;19.705733852737055
4.1;23.8;79;306;20.14424282278053
3.1;23.1;85;294;19.504326261309274
3.6;19.8;89;6;16.47029535292935
2.6;17.4;91;5;16.15542433482144
2.6;15.7;94;5;15.99527098995733
2.3;14.9;100;5;15.615574784229864
2.1;15.1;100;5;15.5759817735637
2.3;14.7;100;5;15.615574784229864
2.0;15.1;100;5;15.556185268230617
1.5;17.4;100;298;18.427363724463486
1.2;18.3;100;297;18.35783714026322
1.4;18.2;100;297;18.397430150929384
0.9;18.3;99;298;18.361969140753033
0.5;18.4;98;297;18.326030499507723
1.1;19.3;91;335;19.20370926116116
2.0;23.1;80;412;20.749660991805687
1.9;25.3;74;400;20.928526357788616
1.9;23.8;67;335;20.643308062738704
2.1;24.0;74;306;20.015234957559088
1.5;24.1;73;297;19.85860676003947
0.5;20.7;78;5;16.433695550571212
0.5;18.4;82;5;16.220157757419063
0.5;16.9;87;5;15.953235515978875
0.9;15.9;90;5;15.872268192447095
1.3;15.3;92;5;15.844685317203346
2.0;14.8;94;5;15.87649195795884
2.0;14.8;94;5;15.87649195795884
2.3;15.7;94;5;15.935881473958087
2.6;17.7;92;302;19.11274914223575
2.6;18.2;93;302;19.05936469394771
3.0;19.5;93;300;19.118276578878003
3.3;20.1;93;300;19.177666094877246
3.3;19.3;93;347;19.654108300325092
3.6;21.1;93;393;20.17980295357117
4.1;24.6;96;422;20.412607113201986
3.6;24.4;89;327;19.72429424545613
2.5;21.3;89;5;16.242396726064435
2.4;19.3;91;5;16.115831324155277
2.1;17.1;95;5;15.842904015003885
2.1;16.4;96;5;15.78951956671585
2.2;16.1;97;5;15.75593162376089
2.3;15.6;99;5;15.6689592325179
2.6;15.5;99;5;15.728348748517142
2.7;15.1;99;5;15.748145253850225
2.7;15.4;99;5;15.748145253850225
2.6;17.4;98;302;18.792442452507526
2.6;18.1;98;302;18.792442452507526
2.5;18.4;97;299;18.79561919085943
2.4;19.1;97;300;18.78595975372736
2.2;17.8;96;302;18.820025327751274
2.6;20.7;84;330;19.823662638168553
3.1;22.1;79;405;20.949847521350495
3.2;22.3;75;352;20.645917205181775
3.7;22.1;78;317;20.22994899994744
3.6;22.3;80;318;20.113520666239303
3.8;22.9;83;297;19.780081899819976
4.1;18.0;97;5;16.13206522508944
4.4;16.5;98;5;16.138070292800652
6.5;17.4;81;302;20.472041781394342
6.6;18.1;78;302;20.65199163159154
6.6;18.4;74;302;20.865529424743688
6.5;19.1;72;300;20.932227679584642
6.2;18.9;71;300;20.926222611873435
5.9;19.2;68;316;21.18917953195459
6.0;20.6;70;323;21.173166618118724
7.2;22.4;76;353;21.394530038418022
6.3;22.4;80;345;20.921727151659994
6.8;22.7;83;306;20.465210673621588
6.5;22.7;88;297;20.047665302372994
5.6;22.5;93;297;19.60257451293507
5.9;20.2;95;5;16.595171217660987
3.0;16.1;98;5;15.86091921813751
1.6;15.6;98;5;15.583768143474366
3.4;15.3;99;5;15.886720791181798
2.6;15.1;99;5;15.728348748517142
2.4;15.4;99;5;15.688755737850979
2.5;17.5;99;301;18.70912443068539
1.8;18.1;99;300;18.560411825152798
0.6;18.5;99;302;18.343127897557856
1.0;19.5;99;299;18.39190271428713
1.3;18.6;98;300;18.51481374677543
1.7;19.5;98;305;18.64468510911285
4.3;23.7;95;327;19.542563093059474
4.3;24.2;94;306;19.383069109126136
3.9;23.9;92;296;19.309281302359704
3.8;24.0;91;297;19.353006313515678
3.6;19.4;87;5;16.566927181304408
4.0;18.4;88;5;16.5927287543487
4.2;16.8;91;5;16.472168420150748
3.8;16.6;90;5;16.44636684710646
2.8;16.3;89;5;16.30178624206368
2.4;16.2;90;5;16.169215772443316
1.9;16.0;92;5;15.963464349201836
3.2;18.8;69;300;20.439096348457063
3.6;20.7;74;300;20.251360128349205
4.6;19.1;72;302;20.576368214658128
6.9;21.5;78;320;20.893848375209107
7.2;23.1;74;385;21.825685117426673
7.7;25.3;68;479;23.197858744715994
8.1;25.3;71;359;21.90044323706205
8.9;24.1;71;306;21.52155066507275
8.7;22.9;71;294;21.360312835994367
8.7;21.0;77;5;18.110393436171943
8.4;19.1;81;5;17.837466127020548
8.1;15.1;95;5;17.030694334988784
7.9;14.9;96;5;16.937716876034585
6.6;17.9;97;303;19.647824182319848
6.4;18.4;100;302;19.437940758588557
7.1;18.4;100;300;19.556242159518092
7.7;19.3;100;307;19.745980668923707
8.1;20.8;100;338;20.139415804487594
8.1;22.1;100;362;20.382705441312027
8.0;23.0;98;418;21.037353651812026
8.2;22.7;93;303;20.1781060608013
9.2;22.7;91;298;20.432154669703102
10.7;20.4;90;5;17.81232571508909
10.5;17.0;84;5;18.093039394151152
10.1;15.7;75;5;18.49431340741116
10.7;15.2;80;5;18.346170197969464
9.6;14.9;88;5;17.701333053001267
10.5;14.8;90;5;17.77273270442293
10.4;15.2;94;5;17.5393984059377
10.3;17.9;95;302;20.476926708018922
10.1;18.1;95;302;20.43733369735276
9.8;18.6;94;302;20.431328629641555
9.8;19.5;96;300;20.304285596663448
9.5;19.8;97;302;20.211785768778196
9.6;18.7;100;299;20.041017724644114
9.5;19.1;100;314;20.173277242326304
9.7;20.7;100;351;20.58794177643013
10.1;24.1;100;327;20.423838160938026
10.2;24.5;100;329;20.463908802673146
9.9;24.1;100;302;20.130818445246412
8.8;23.0;100;294;19.83196034097437
8.2;20.1;99;5;16.836953047169715
9.3;18.0;98;5;17.108099054121652
10.4;16.9;96;5;17.432629509361625
11.1;16.2;95;5;17.62458949498123
10.8;15.7;96;5;17.51181553069395
9.7;15.2;95;5;17.34743842031809
10.3;15.0;95;5;17.466217452316577
10.4;14.9;94;5;17.5393984059377
10.5;15.4;94;5;17.55919491127078
10.5;18.2;95;302;20.516519718685085
10.9;19.6;96;302;20.542321291729376
9.8;19.8;96;300;20.304285596663448
9.5;18.8;96;299;20.234759012463183
9.4;20.1;100;5;17.021126662878657
9.7;18.0;94;5;17.400822868606127
9.8;16.8;75;5;18.434923891411916
9.8;16.3;75;5;18.434923891411916
8.5;15.8;73;5;18.28433821865793
8.8;15.4;73;5;18.343727734657172
8.0;15.3;72;5;18.23874014028056
7.0;14.7;72;5;18.040775086949743
6.3;15.1;71;5;17.955583997906206
6.2;17.5;71;294;20.865400202667328
6.4;18.1;72;292;20.83133462864342
7.4;18.4;74;297;20.97321612640325
8.5;19.8;77;350;21.56808895485699
8.9;21.2;75;364;21.89596282757964
9.7;23.6;81;384;21.936769544536432
9.9;23.8;89;362;21.326271468475902
10.4;24.1;89;313;20.92853765329143
10.2;23.3;90;293;20.632818830316868
8.4;18.8;100;5;16.823161609547842
8.4;17.8;99;5;16.876546057835878
8.2;16.9;91;5;17.264028633474013
8.3;16.3;84;5;17.65751627682336
8.3;15.7;92;5;17.23044069051906
7.9;15.4;92;5;17.151254669186734
7.8;15.1;92;5;17.13145816385365
7.9;15.2;89;5;17.311408014050844
8.2;18.0;88;298;20.3943429612364
7.7;18.5;86;298;20.402129331147066
8.2;19.0;83;297;20.651128134475567
8.4;19.5;92;297;20.210261110549396
8.6;22.5;87;323;20.780340135882213
8.7;23.2;93;345;20.702845451909468
9.0;24.1;91;347;20.88927800088682
8.7;24.5;89;325;20.713641881041255
8.2;24.4;88;302;20.43489123404047
8.0;24.1;87;293;20.35744905785318
8.1;23.1;88;294;20.333998183099247
8.2;21.9;90;295;20.25716286005727
8.2;19.9;87;5;17.47756642662616
8.2;18.4;84;5;17.637719771490275
7.4;17.2;89;5;17.212425487385435
5.9;16.0;89;5;16.91547790738921
6.1;15.8;93;5;16.741533124903224
6.2;16.2;95;5;16.654560733660233
5.8;17.3;97;5;16.46860581575183
5.8;18.2;97;5;16.46860581575183
5.2;18.4;98;5;16.296442335465304
6.2;20.5;98;38;16.828930639429718
6.1;22.7;99;355;19.969200305531302
6.5;23.3;99;309;19.582081189616797
7.2;22.7;99;309;19.72065672694837
7.3;23.0;99;297;19.618808413869235
6.9;22.8;100;295;19.465963807846837
6.5;21.4;100;6;16.45716507642031
7.3;19.2;98;5;16.712168947460018
7.2;17.6;99;5;16.6389879938389
7.6;16.7;99;5;16.718174015171225
7.2;15.7;98;5;16.69237244212694
7.4;15.5;98;5;16.7319654527931
7.7;14.6;97;5;16.84473941708038
8.0;14.9;96;5;16.957513381367665
7.8;15.4;96;5;16.917920370701502
8.1;17.2;97;299;19.904223489512002
8.3;18.1;96;298;19.987063880265186
8.4;18.9;97;298;19.953475937310227
8.4;18.5;97;297;19.94333886910921
8.8;18.7;97;302;20.073210231446623
9.0;20.1;97;310;20.19389978772093
9.3;21.6;96;360;20.813527162059117
9.7;23.1;95;322;20.560889040040795
9.8;23.0;95;325;20.61109674997693
9.4;23.7;96;305;20.275784916336207
9.0;19.5;97;5;17.10209398641044
9.0;18.2;97;5;17.10209398641044
9.2;16.9;96;5;17.195071445364643
9.1;16.1;96;5;17.175274940031564
8.6;14.7;95;5;17.12967686165419
7.4;14.6;93;5;16.998887694233286
7.4;14.8;92;5;17.052272142521325
7.6;17.8;89;306;20.303276026558017
7.9;18.3;87;306;20.469434439133337
7.7;19.1;87;306;20.42984142846717
8.8;19.6;89;317;20.65234184076619
9.0;19.9;86;343;21.115651969522936
9.0;21.0;85;397;21.716438100665943
9.1;21.9;84;377;21.586877690266707
9.2;22.0;87;367;21.345150168725493
9.7;21.6;92;362;21.12652511294563
9.8;22.1;91;341;20.986827634345367
10.0;21.1;80;310;21.299400461948384
10.1;22.2;80;294;21.157003876065176
10.1;20.6;82;5;18.1206222693949
10.7;15.9;89;5;17.865710163377127
10.3;15.4;91;5;17.679755245468726
9.9;15.1;98;5;17.22687808612014
9.9;15.1;98;5;17.22687808612014
10.4;14.8;98;5;17.32586061278555
9.8;15.0;98;5;17.20708158078706
9.4;18.5;96;305;20.275784916336207
9.5;19.0;93;305;20.4557347665334
8.8;18.9;87;309;20.67801419173412
8.7;18.9;79;320;21.19680102291654
8.8;19.7;73;370;22.043757628028743
9.5;20.6;68;384;22.591174361614755
10.0;21.5;72;273;21.351404524815017
7.9;21.1;77;6;17.96215846170831
7.6;19.0;71;5;18.212938567236268
7.6;17.8;73;5;18.106169670660194
8.4;15.3;89;5;17.41039054071625
8.4;17.4;91;254;19.827751626193656
8.5;18.2;93;254;19.740779234950665
8.4;18.2;94;253;19.657461213128528
8.4;18.3;93;253;19.710845661416563
7.8;18.6;94;254;19.548819249331057
7.7;19.2;95;255;19.485775363910953
7.4;19.2;95;261;19.487208257117818
7.8;19.6;96;263;19.533283966564145
8.3;21.0;100;268;19.469414041082498
8.3;21.7;98;271;19.606594142261624
7.9;22.9;96;248;19.40102444888196
7.7;23.0;95;248;19.414815886503828
7.3;17.9;96;5;16.818937844036093
7.2;16.3;97;5;16.745756890414974
7.7;16.0;97;5;16.84473941708038
7.8;15.7;95;5;16.971304818989537
8.2;16.0;95;5;17.050490840321864
7.8;16.0;95;5;16.971304818989537
7.7;15.2;95;5;16.951508313656454
7.8;14.9;94;5;17.024689267277576
7.7;15.2;93;5;17.05827721023253
8.4;18.1;95;254;19.614213833041507
9.2;18.3;96;253;19.709064359217106
9.2;18.5;95;252;19.752311739304126
9.2;18.7;94;252;19.805696187592165
9.0;18.8;94;253;19.776240245127017
9.0;19.6;94;259;19.837062654333128
9.1;20.6;93;298;20.30558926779395
9.0;22.6;87;320;20.829114952611484
9.0;22.5;79;305;21.104134515900512
8.9;22.7;78;254;20.62073198060355
8.6;21.6;82;248;20.28698226224605
8.6;19.9;83;5;17.770290241110636
8.7;17.7;85;5;17.683317849867645
8.4;15.5;86;5;17.570543885580364
7.8;15.2;88;5;17.3449959570058
7.8;15.7;89;5;17.29161150871776
8.1;15.0;90;5;17.29761657642897
8.1;14.6;91;5;17.244232128140933
8.0;15.4;92;5;17.171051174519814
8.0;17.1;93;252;19.621522571883222
8.0;18.2;94;252;19.568138123595187
7.9;18.5;94;253;19.558478686463122
9.0;19.1;94;265;19.897885063539235
9.2;20.7;93;305;20.396345250534154
9.6;21.8;92;284;20.316037287933142
9.2;21.8;93;292;20.26456336392092
8.6;21.7;93;248;19.699753331077638
9.1;20.2;94;5;17.282043836607638
9.6;16.5;94;5;17.381026363273044
10.0;15.1;95;5;17.406827936317335
10.1;16.3;95;5;17.426624441650414
10.1;15.8;95;5;17.426624441650414
10.2;15.6;97;5;17.339652050407423
10.1;15.4;98;5;17.266471096786304
10.2;15.3;100;5;17.179498705543313
10.3;17.0;100;254;19.723425192929874
10.4;18.1;100;254;19.743221698262957
10.5;18.6;100;254;19.763018203596037
10.6;19.5;100;254;19.78281470892912
11.0;19.5;100;251;19.831589525658394
11.0;19.8;100;254;19.862000730261446
11.1;22.5;100;263;19.97303084940369
11.6;23.9;100;251;19.950368557656883
11.4;24.3;100;246;19.860090205985628
11.0;25.0;100;244;19.76063004825127
11.1;22.1;100;5;17.357667253541045
10.7;19.8;100;5;17.27848123220872
10.1;18.7;100;5;17.15970220021023
8.2;17.9;99;5;16.836953047169715
9.9;17.1;91;5;17.6005692241364
9.9;16.4;87;5;17.81410701728855
9.4;15.6;82;5;17.982046732063328
9.4;15.7;83;5;17.92866228377529
9.7;16.1;83;5;17.988051799774535
9.5;17.6;85;5;17.841689892532298
9.4;18.3;84;5;17.875277835487253
9.6;18.6;84;5;17.914870846153416
9.5;18.6;84;5;17.895074340820337
9.6;18.9;84;258;20.47954910101097
10.2;20.4;83;266;20.732809126905643
10.3;21.0;84;270;20.739769456754757
10.4;23.2;83;327;21.390763297833903
10.5;23.9;84;290;20.982103831441282
10.5;24.0;85;270;20.72597801913288
10.6;22.3;87;264;20.578183218683783
10.6;22.5;88;255;20.433565156586585
10.3;17.7;88;5;17.83990859033284
10.1;17.2;89;5;17.746931131378638
9.4;16.1;90;5;17.55497114575903
9.6;16.0;90;5;17.594564156425193
9.9;18.0;91;257;20.155110410792936
9.9;19.6;90;257;20.208494859080975
10.2;19.5;90;257;20.26788437508022
10.1;19.8;89;258;20.311609386236192
10.1;20.7;91;264;20.265662898866225
10.4;21.0;92;266;20.291942102979473
10.7;24.0;91;310;20.85074706811154
10.5;23.7;88;361;21.48829788056141
10.6;19.2;72;5;18.753449278940682
10.5;17.8;78;5;18.413346083879375
10.4;16.8;84;5;18.073242888818072
