"Tempratuur afgerond op hele normale aantallen KNMI";"Tempratuur in de Kas";"outside Luchtvochtigheid - % - 1 uur";"Plant Straling Par";"prediction(Tempratuur in de Kas)"
9.6;18.2;85;294;20.791099107959578
9.6;18.1;85;294;20.791099107959578
10.0;19.3;85;322;21.154123038920414
9.5;21.8;84;323;21.118662028744062
9.7;23.8;81;191;19.980315381739956
9.9;23.6;80;201;20.17466352270434
10.5;23.1;80;166;19.938645167667197
10.2;23.2;83;207;20.13472210304558
9.9;23.7;86;229;20.138194742604618
10.1;23.6;88;233;20.11156712949878
9.4;19.5;90;5;17.55497114575903
9.2;16.3;93;5;17.355224790228753
9.1;16.2;92;5;17.388812733183713
9.6;16.3;92;5;17.48779525984912
9.4;17.3;91;5;17.50158669747099
9.6;18.4;90;5;17.594564156425193
9.2;18.3;88;5;17.62214703166894
8.6;18.5;89;5;17.449983551382413
9.2;19.8;89;292;20.47810115707307
9.1;19.6;89;294;20.478578788142023
10.1;20.5;92;363;21.215848202478973
9.7;22.5;93;419;21.650953552115613
10.0;22.4;95;381;21.2183655799001
10.1;23.1;97;358;20.898240620033693
9.6;23.7;98;327;20.43162453084869
9.4;24.5;98;342;20.544087543197797
9.1;24.3;99;302;20.025830850869795
9.1;22.0;100;5;16.961737146879415
9.4;17.7;100;5;17.021126662878657
9.0;16.9;100;5;16.94194064154633
9.3;16.4;100;5;17.001330157545578
9.2;15.9;98;5;17.08830254878857
9.6;16.6;97;5;17.22087301840893
9.5;19.2;96;295;20.19421073965911
8.6;19.5;94;292;20.092399883634393
8.4;19.4;94;294;20.073081009370267
8.5;19.0;94;293;20.08274044650233
8.4;19.5;93;294;20.126465457658302
7.8;20.0;93;292;19.987412289257776
8.0;20.4;93;302;20.12837598193412
8.3;20.7;93;313;20.299273248144566
8.4;21.6;93;322;20.410303367286808
8.9;22.5;92;343;20.775548774461633
9.0;23.4;91;349;20.909552137288856
9.0;23.0;90;324;20.709509880551444
9.0;23.1;92;304;20.39999961995501
8.6;21.8;92;6;17.29996727471932
8.6;19.5;93;6;17.246582826431283
9.1;16.2;98;5;17.06850604345549
9.4;19.4;96;292;20.144003029722974
9.4;19.2;97;292;20.09061858143493
9.5;19.2;97;292;20.110415086768015
9.3;19.2;97;293;20.08095914430287
9.4;19.3;97;292;20.09061858143493
9.8;20.1;95;314;20.499588999765734
10.4;21.0;98;326;20.579859505312328
10.2;22.6;95;329;20.73083104411333
10.4;23.4;94;318;20.712300752856333
10.0;23.9;95;329;20.691238033447167
9.8;23.4;95;299;20.347532976750465
9.9;22.1;96;6;17.343784050897234
10.0;19.8;95;5;17.406827936317335
9.7;18.2;95;5;17.34743842031809
9.7;16.6;93;5;17.454207316894163
9.8;16.3;93;5;17.474003822227246
5.7;15.9;93;5;16.662347103570898
4.7;18.8;91;294;19.500763656910358
4.9;19.3;92;292;19.466698082886452
4.3;19.1;94;292;19.24115015431188
4.6;18.6;94;294;19.320813806713165
5.7;19.2;93;294;19.5919598136651
5.5;19.0;94;293;19.488845286509882
5.5;19.4;94;314;19.701723718731262
6.4;21.0;93;321;20.00423619242416
6.9;21.6;91;302;20.017383319846296
7.3;22.6;91;331;20.390544319008146
7.6;22.8;90;307;20.260028646471
7.2;23.1;90;320;20.312624511751906
7.1;23.3;90;311;20.20159439260966
5.7;22.4;92;6;16.725868620059956
4.5;19.5;93;5;16.42478903957392
4.2;16.9;94;5;16.312015075286638
3.5;16.6;94;5;16.173439537955066
2.5;16.6;93;5;16.028858932912286
2.3;16.8;92;5;16.04265037053416
2.2;17.2;91;5;16.076238313489114
1.8;19.3;92;294;18.873280553962953
2.0;18.7;92;294;18.912873564629116
2.6;18.5;92;294;19.031652596627605
2.8;18.5;93;293;19.007724090804714
3.6;19.2;93;294;19.176233201670385
3.8;19.5;94;300;19.22326417325462
4.0;20.1;93;323;19.549394200832236
3.9;21.2;91;347;19.879656228899655
3.7;22.1;91;286;19.221702057971395
3.5;23.4;91;380;20.134993458200924
3.3;23.9;91;293;19.213475514046195
3.1;24.4;91;321;19.457720413008538
3.4;22.6;93;6;16.21716454911104
3.6;19.3;93;5;16.246620491576184
4.0;17.5;97;5;16.11226871975636
4.5;16.8;100;5;16.05109790155766
7.9;16.8;100;5;16.724179082882436
10.1;16.5;100;5;17.15970220021023
9.8;16.9;100;5;17.100312684210987
9.9;19.2;100;294;20.049721899638268
10.0;19.6;99;292;20.102628716857353
9.8;18.6;98;292;20.11642015447923
9.8;18.5;98;292;20.11642015447923
10.0;19.3;92;294;20.49659399127565
10.6;19.9;87;306;21.00394008312654
10.6;20.5;82;328;21.493877824989124
11.1;21.3;76;337;22.004400655191915
11.4;22.8;74;205;20.83246606523286
12.3;23.9;68;192;21.199159416345584
12.7;23.0;63;286;22.498152090013786
12.8;22.9;64;291;22.515249488063922
12.6;22.8;63;306;22.681096948701065
12.0;21.6;74;6;18.933968525228767
11.2;16.4;82;5;18.3383838280588
11.4;16.4;84;5;18.271207942148887
11.1;17.0;89;5;17.944896184709453
10.7;19.3;92;294;20.635169528607218
10.3;19.6;93;292;20.482324922584816
10.1;19.0;93;294;20.46300604832069
9.9;19.0;94;294;20.37002858936649
9.9;19.1;93;306;20.545057856066745
10.1;19.6;93;324;20.76711809435123
11.6;20.9;92;312;20.99580530422328
11.9;20.2;93;320;21.08290691754263
12.3;20.1;94;310;21.00733780857674
12.4;19.8;97;310;20.866980969045706
12.1;19.8;98;297;20.622425118145195
11.6;19.1;99;5;17.51003422849449
11.2;16.8;99;5;17.430848207162164
10.6;16.8;100;5;17.25868472687564
10.4;17.3;100;5;17.219091716209476
10.2;17.2;100;5;17.179498705543313
10.2;16.8;100;5;17.179498705543313
10.2;19.0;100;295;20.119248483838533
10.0;19.1;99;292;20.102628716857353
8.0;18.9;98;291;19.74994599028274
7.7;19.4;96;291;19.797325370859568
7.9;19.2;96;294;19.867329586128786
7.9;19.8;96;327;20.20185283676238
8.6;22.6;95;253;19.643669775506652
9.1;23.7;89;335;20.894198584383762
9.1;24.0;83;308;20.940804432684498
9.2;24.3;80;317;21.211987896690854
9.0;23.2;81;296;20.906132005515275
8.1;22.4;81;6;17.788213679222324
8.1;20.1;83;5;17.67130771444523
8.2;18.7;85;5;17.584335323202236
7.0;17.3;88;5;17.186623914341148
7.6;19.2;91;292;20.054588175167687
7.6;19.1;91;291;20.044451106966672
7.3;19.2;92;292;19.94181421088041
6.2;19.4;92;292;19.724052652216514
6.9;19.8;92;322;20.166740235578622
8.4;21.8;90;307;20.41840068913565
8.7;23.4;88;276;20.270309987479415
8.1;23.8;88;312;20.516465410717572
8.6;24.9;88;299;20.483666050769745
8.7;24.9;86;294;20.55954611167381
8.3;24.8;86;318;20.723649727165917
7.2;24.5;88;311;20.328159794518818
6.6;22.2;90;6;17.010806064633766
6.3;20.1;92;6;16.844647652058445
6.5;16.9;96;5;16.66056580137144
5.9;17.3;98;5;16.435017872796877
5.9;19.2;98;294;19.364630582891078
5.9;19.7;99;292;19.290971998201
5.8;19.4;99;291;19.261038424666904
6.0;19.3;99;294;19.33104263993612
5.8;19.0;99;292;19.27117549286792
5.9;19.3;98;292;19.344356446489044
5.8;19.8;96;320;19.715166747360538
9.0;23.8;93;334;20.65072721769751
9.4;24.0;93;322;20.608268420617623
8.9;23.8;94;324;20.476175582066215
7.9;22.0;93;6;17.108007289099714
7.7;20.1;93;6;17.068414278433547
8.2;18.8;93;5;17.157259736897938
8.7;17.6;95;5;17.149473366987273
8.8;16.5;95;5;17.169269872320353
9.8;19.6;92;292;20.43672684420745
10.4;20.1;92;308;20.717698967422226
11.1;22.5;85;426;22.42613969049018
11.6;22.7;83;280;21.151879156383036
11.2;23.1;82;199;20.30497505905629
10.8;21.0;84;6;18.162565978351417
10.8;16.9;89;5;17.88550666871021
10.7;16.2;89;5;17.865710163377127
10.8;16.9;92;5;17.7253533238461
11.4;17.0;92;5;17.84413235584459
11.9;19.2;94;292;20.745684559626092
11.9;18.3;94;292;20.745684559626092
11.9;18.5;93;292;20.799069007914127
11.6;18.6;92;295;20.823475144805972
11.7;19.2;92;325;21.147383696169594
11.9;19.4;91;335;21.341731837133974
12.6;20.3;88;341;21.701283128535763
14.7;22.5;82;280;21.818955269996604
15.8;22.0;78;250;21.946142575782112
15.6;23.0;75;255;22.117388250985147
15.7;22.5;74;280;22.44399590963172
15.4;22.7;83;287;21.975105836447263
14.8;18.6;88;5;18.730751330321514
14.5;17.3;87;5;18.724746262610303
13.8;16.5;82;5;18.853092966718922
13.2;16.4;93;5;18.147085003552018
13.1;17.1;96;5;17.96713515335483
12.6;17.4;99;5;17.707999281825305
12.6;19.1;100;294;20.58422754363147
12.4;19.3;100;291;20.514223328362256
12.5;19.3;99;291;20.587404281983375
12.4;19.2;99;292;20.57774484485131
12.4;19.2;99;292;20.57774484485131
11.8;19.5;98;292;20.51235026114086
11.8;19.5;98;292;20.51235026114086
12.0;19.6;99;299;20.56951830092611
10.2;20.6;100;330;20.474045870874164
10.5;21.4;100;327;20.50302418227035
11.2;21.5;100;307;20.438858355581566
11.5;21.4;100;321;20.64016682639506
11.1;22.2;100;299;20.33796530464034
10.5;20.8;99;5;17.29227266983059
10.0;19.3;98;6;17.256811659654243
10.5;18.3;98;5;17.34565711811863
10.6;17.0;97;5;17.41883807173975
10.2;17.2;96;5;17.393036498695462
10.0;19.1;96;295;20.29319326632452
9.9;19.3;95;294;20.316644141078452
8.9;19.4;100;294;19.851756846307453
9.0;19.3;100;294;19.871553351640532
9.0;19.5;100;294;19.871553351640532
9.2;20.0;100;308;20.053065317120947
9.8;20.9;100;327;20.364448644938783
10.2;22.3;99;342;20.649075137574414
10.9;23.2;96;336;20.88698161056399
11.3;24.1;93;265;20.406589134488147
11.8;23.3;75;228;21.091420206900562
11.2;23.1;79;287;21.357190405609984
10.7;23.8;82;310;21.33120710270388
10.9;22.2;79;6;18.44928472512468
10.4;20.7;77;6;18.45707109503535
10.3;19.6;76;5;18.480521969789287
10.5;18.7;77;5;18.46673053216741
10.8;18.2;76;5;18.579504496454696
10.7;17.6;77;5;18.506323542833574
10.9;17.3;78;5;18.4925321052117
11.2;17.3;78;5;18.551921621210948
11.4;19.0;78;294;21.52112734197131
10.6;19.4;80;293;21.245849334529566
10.5;19.3;79;292;21.2693002092835
10.5;19.2;79;294;21.289574345685537
9.9;19.2;81;292;21.043752280708937
9.1;19.4;84;295;20.75563809778323
8.9;19.8;88;310;20.654563316980187
8.8;20.0;91;310;20.47461346678299
8.8;20.7;98;313;20.131333533369787
8.9;21.2;100;320;20.11532061953392
9.0;22.1;100;283;19.760045601429336
9.7;23.2;98;268;19.853334012321714
9.7;22.6;94;217;19.549881327221943
9.6;23.8;91;307;20.60257430484459
9.2;23.2;89;329;20.853172680510735
8.8;21.4;90;6;17.44632918196156
8.7;19.7;89;6;17.479917124916515
8.5;18.6;89;5;17.430187046049333
8.5;17.9;91;5;17.32341814947326
8.4;17.6;89;5;17.41039054071625
8.4;17.2;85;5;17.6239283338684
8.2;17.2;85;5;17.584335323202236
8.4;19.1;88;295;20.40352476729951
8.6;19.2;89;292;20.359322125074577
9.5;19.3;91;294;20.450995912898275
9.2;19.3;93;292;20.26456336392092
9.4;20.3;94;310;20.43323915391737
10.0;21.0;93;317;20.676362111611024
10.8;22.0;93;331;20.97665310908993
10.2;23.1;91;319;20.842998155255298
9.1;23.0;87;314;20.78808904873846
9.7;22.6;83;326;21.242050692301312
9.4;23.0;78;318;21.36848687213411
8.7;20.1;87;6;17.58668602149259
8.3;17.9;94;5;17.123671793942986
8.0;17.3;93;5;17.117666726231775
7.8;16.8;93;5;17.078073715565612
8.2;19.3;88;294;20.353794688432327
8.0;19.4;91;294;20.15404833290205
8.0;19.0;91;292;20.133774196500013
8.1;18.7;92;292;20.10018625354506
8.1;18.5;94;292;19.99341735696899
8.0;19.1;94;294;19.99389498803794
7.8;19.2;96;292;19.82725894439367
9.2;18.4;99;318;20.207820447419163
9.3;18.7;100;328;20.27560318647439
9.9;19.0;100;318;20.2930115364627
9.7;20.6;100;365;20.729860731244383
9.8;20.9;100;327;20.364448644938783
9.8;20.9;100;315;20.24280382652657
9.6;16.8;98;5;17.167488570120895
9.0;16.8;97;5;17.10209398641044
9.2;16.9;96;5;17.195071445364643
9.3;17.1;97;5;17.161483502409688
9.2;18.5;96;5;17.195071445364643
8.9;18.8;88;5;17.5627575156697
9.0;18.5;90;5;17.475785124426704
8.7;19.5;93;300;20.24667738286366
8.8;19.5;93;329;20.56044886602626
9.5;21.1;90;434;21.923569909328833
10.2;20.7;93;332;20.868011145292456
9.8;21.5;92;417;21.703860369334702
8.9;21.6;92;357;20.917467729275884
8.5;21.8;95;351;20.617305953873338
9.0;20.3;91;6;17.432537744339683
9.4;18.7;89;5;17.608355594047065
9.4;17.9;88;5;17.661740042335104
9.5;16.9;89;5;17.62815209938015
9.6;16.4;90;5;17.594564156425193
10.0;16.6;92;5;17.566981281181448
9.8;19.3;90;294;20.56376987718556
9.2;19.2;91;291;20.361195192295977
9.2;19.0;90;292;20.424716708785034
9.6;19.5;90;292;20.50390273011736
9.6;19.8;91;322;20.75463032785986
11.0;22.2;86;310;21.177058825550976
11.3;23.2;87;253;20.605251005804153
11.9;22.2;88;305;21.197773135967548
12.3;22.1;86;272;21.049204803242354
13.1;22.0;87;294;21.377207898041362
7.8;17.8;97;5;16.864535922413463
5.2;16.4;93;5;16.56336457690549
6.9;17.6;93;5;16.899905167567876
7.0;19.7;93;295;19.85945145119618
6.6;19.6;93;293;19.759991293461816
5.3;19.6;92;294;19.566158240620812
5.5;19.8;93;293;19.542229734797917
5.2;20.3;93;322;19.776815196628196
5.6;20.7;93;341;20.04860551377986
6.6;21.2;90;339;20.38644977557276
7.7;21.9;87;373;21.109024997935375
7.6;22.1;91;346;20.601989858022662
7.5;21.5;95;311;20.0138581725018
7.8;21.3;97;295;19.804285700708682
6.9;19.9;99;5;16.579598477839653
5.9;16.9;100;5;16.328248976220802
6.0;16.6;100;5;16.348045481553882
5.7;16.9;100;5;16.28865596555464
5.4;17.1;100;5;16.229266449555393
5.2;18.4;100;5;16.18967343888923
5.1;18.5;100;5;16.16987693355615
4.7;18.8;100;296;19.04057775872006
5.2;19.6;95;347;19.923473005077568
5.9;20.7;91;443;21.248744882859018
5.6;21.0;92;409;20.791310599737127
5.1;21.0;93;364;20.18277555573787
6.8;21.5;98;429;20.911303338026244
7.5;21.0;97;336;20.160515980951175
7.0;22.0;90;300;20.070290137065385
6.9;20.1;99;6;16.58973554604067
6.8;18.5;100;5;16.506417524218538
4.4;16.4;96;5;16.244839189376727
5.4;19.2;88;294;19.79949253910604
5.6;19.0;75;293;20.522946309315667
5.6;18.8;88;294;19.839085549772204
5.5;18.2;96;294;19.392213458134826
5.7;18.7;89;294;19.805497606817248
5.8;18.6;88;297;19.909089765041422
6.1;19.1;94;314;19.82050275072975
6.7;17.1;93;346;20.317052413448852
7.0;19.2;87;238;19.601945253466376
7.3;20.9;91;298;20.05602106837455
7.3;23.9;84;424;21.706982799719082
8.0;23.2;80;203;19.818804057777825
8.4;23.0;80;237;20.24265039794476
8.6;23.4;79;250;20.467409743512196
7.9;21.6;82;6;17.695236220268125
7.2;19.1;87;5;17.279601373295346
7.0;17.2;91;5;17.026470569477034
6.7;16.5;90;5;17.020465501765827
6.5;16.8;90;5;16.980872491099664
6.2;16.9;91;5;16.868098526812382
6.4;17.5;92;5;16.85430708919051
6.3;19.3;91;294;19.817507742239663
6.6;19.4;90;294;19.930281706526948
6.8;19.0;92;294;19.863105820617037
6.7;18.4;93;293;19.779787798794896
6.3;18.8;93;292;19.690464709261555
6.2;19.2;93;294;19.69094234033051
5.7;19.5;90;331;20.12718468196688
5.6;19.2;88;307;19.97086743638544
6.1;19.3;86;309;20.196892996028957
6.7;19.8;86;315;20.376494437233557
6.4;19.3;93;317;19.963687919620085
5.9;21.1;79;5;17.449322390269582
4.9;16.3;98;5;16.23705281946606
4.7;16.8;99;5;16.14407536051186
4.8;16.9;99;5;16.16387186584494
4.3;17.4;96;5;16.225042684043643
4.5;19.4;95;295;19.257769921293065
4.4;19.2;96;294;19.174451899470927
4.7;19.2;97;292;19.1601828307801
4.7;18.9;96;292;19.213567279068137
4.9;18.8;95;294;19.326818874424372
4.4;19.4;95;292;19.20756221135693
5.9;19.7;95;312;19.707251155373513
6.8;19.4;94;333;20.151682583880664
7.9;22.4;89;499;22.319119705353735
8.2;23.9;82;442;22.174387471911217
8.0;23.5;82;240;20.087106684639416
7.9;24.0;75;166;19.69085827044726
7.2;22.9;74;268;20.639648137907567
6.4;22.2;75;259;20.336658033145714
4.7;16.3;87;5;16.784688739968306
5.9;16.9;87;5;17.022246803965285
6.3;17.2;86;5;17.15481727358565
5.9;17.4;85;5;17.12901570054136
5.4;19.2;84;294;20.01303033225819
6.8;18.6;82;292;20.376676167095376
7.4;18.5;84;292;20.38868630251779
6.8;19.5;88;311;20.248973773186492
7.3;18.0;87;317;20.46216315734604
8.3;18.6;87;335;20.842595438295184
9.5;18.9;84;331;21.199758574352206
9.0;21.0;77;346;21.626523208718325
8.8;21.2;78;342;21.492997476960053
9.2;19.0;81;7;18.016112306087237
9.1;17.7;82;5;17.922657216064085
8.9;16.8;84;5;17.776295308821847
8.6;16.5;84;5;17.7169057928226
8.4;16.9;84;5;17.677312782156438
7.8;17.8;87;5;17.398380405293835
7.7;17.9;87;5;17.378583899960752
8.0;17.8;86;5;17.491357864248037
8.3;18.9;85;294;20.53374453862952
8.1;19.4;86;292;20.42049294327329
8.1;19.5;87;311;20.55971279080459
8.5;23.4;69;577;24.296279022792376
8.7;24.1;66;404;22.742312579546535
8.5;23.0;66;150;20.127904245821803
8.5;22.9;66;236;20.99969211110935
8.5;22.9;69;277;21.255158562486972
8.7;19.4;75;5;18.217162332748018
8.8;18.1;78;5;18.076805493216987
8.9;17.0;80;5;17.989833101973996
9.1;16.4;82;5;17.922657216064085
9.6;16.8;82;5;18.02163974272949
9.7;17.1;85;5;17.88128290319846
9.9;19.2;89;294;20.636950830806676
6.4;19.3;91;292;19.81703011117071
6.0;19.2;91;292;19.737844089838383
6.3;19.1;92;292;19.74384915754959
5.5;19.3;93;292;19.532092666596903
5.5;19.5;95;292;19.425323770020825
5.5;19.5;96;299;19.44289879913992
5.9;20.0;97;308;19.559933985993364
6.7;20.6;97;317;19.80953964246718
7.5;22.4;92;336;20.427438222391363
8.1;23.1;93;326;20.391462124091635
5.0;23.4;94;306;19.52164464645771
6.5;19.3;93;5;16.82071914623555
7.2;18.2;90;5;17.119448028431236
7.9;16.7;91;5;17.20463911747477
7.9;16.6;90;5;17.25802356576281
6.6;16.9;93;5;16.840515651568634
6.2;17.4;94;5;16.707945181948272
5.9;18.2;97;5;16.488402321084912
6.0;18.3;99;5;16.401429929841917
5.9;18.4;99;5;16.381633424508838
6.1;18.4;98;5;16.47461088346304
6.1;19.5;97;294;19.457608041845276
6.2;19.2;100;294;19.31725120231425
6.7;20.1;100;308;19.558152683793907
11.5;20.6;97;383;21.428818399722285
11.0;19.6;100;325;20.581732572533724
11.4;20.7;100;307;20.47845136624773
11.3;16.8;95;5;17.664182505647393
11.5;16.5;95;5;17.703775516313556
7.6;17.9;93;5;17.03848070489945
7.5;19.2;92;296;20.021955494350642
7.1;19.2;98;295;19.612325715089074
7.2;19.0;92;295;19.95242891015038
7.3;19.5;92;295;19.97222541548346
7.9;20.2;91;273;19.921373395347594
8.5;21.8;86;258;20.155018645771
9.9;22.4;74;310;21.599910646343524
8.8;22.6;81;311;21.01859501786438
8.1;21.7;86;7;17.531428505983158
7.8;19.7;89;5;17.29161150871776
7.7;18.3;91;5;17.165046106808603
7.4;16.5;87;5;17.31919438396151
7.4;16.9;93;5;16.998887694233286
7.1;19.7;94;292;19.79545230363817
7.2;19.5;92;292;19.922017705547326
7.1;19.0;91;295;19.986016853105333
7.0;18.8;87;296;20.18989520912542
7.0;18.5;85;295;20.286527037500477
6.9;19.4;86;295;20.213346083879358
7.4;20.8;87;308;20.39072604886996
7.8;21.2;84;326;20.812532642684726
9.7;24.7;71;341;22.03472009477303
10.0;23.8;66;342;22.37116892041348
9.9;23.6;63;303;22.116180100104806
10.1;23.0;63;287;21.99358001955468
9.4;23.2;64;313;22.065183807161542
7.6;21.9;68;6;18.3832289803014
6.8;19.9;77;6;17.74439690304441
5.6;19.1;72;6;17.773761080487617
4.9;17.9;73;5;17.57166402666699
4.2;17.4;73;5;17.433088489335418
4.7;16.9;82;5;17.051610981408494
4.4;17.8;91;5;16.51176143081691
3.9;19.2;97;295;19.032221992718497
4.8;19.5;97;295;19.210390540716233
5.5;20.0;97;294;19.338829009846787
5.6;20.4;98;302;19.386337612499975
5.9;21.4;98;305;19.476138333102277
6.7;22.6;97;318;19.819676710668197
7.0;23.7;95;298;19.78309375922316
7.4;24.8;92;326;20.306271035048102
8.4;24.8;90;218;19.51620161924505
7.9;23.4;87;253;19.93216982447938
7.0;23.5;94;319;20.049356639732576
6.6;20.7;94;6;16.797268271481617
6.5;19.4;94;5;16.767334697947515
6.6;18.4;93;5;16.840515651568634
6.7;17.4;94;5;16.806927708613678
6.4;17.3;93;5;16.80092264090247
6.2;17.4;92;5;16.814714078524347
6.2;19.4;88;294;19.957864581770696
6.3;19.3;84;292;20.170924743853888
6.4;19.2;85;295;20.167748005501988
5.9;19.3;87;295;19.961996582260504
5.4;19.3;88;294;19.79949253910604
4.4;20.0;88;299;19.652212826780318
5.3;21.3;86;310;20.048658021565323
8.9;24.9;78;327;21.360737959277866
10.4;24.5;69;340;22.269927460479657
10.3;25.0;59;218;21.547253117502752
6.5;23.5;54;217;21.05177108808482
5.7;21.2;58;10;18.58148813465729
5.9;17.4;68;5;18.036551321437994
4.9;16.5;78;5;17.304741785226806
5.5;16.3;80;5;17.31675192064922
5.9;16.6;86;5;17.075631252253324
6.2;17.4;91;5;16.868098526812382
5.5;18.0;94;5;16.5693696446167
3.9;19.5;97;290;18.98153665171341
4.0;19.1;98;290;18.947948708758457
3.7;18.9;98;290;18.88855919275921
3.6;19.1;99;290;18.81537823913809
3.4;19.7;98;290;18.829169676759967
6.9;21.2;97;318;19.85926972133436
9.6;22.4;85;326;21.115485290392154
9.3;22.4;82;323;21.185837914653973
9.8;22.8;85;304;20.932062800635926
9.2;23.0;90;306;20.566635663599286
8.6;23.3;91;312;20.455294592518865
7.3;19.8;92;5;17.03247563718824
5.7;17.3;93;5;16.662347103570898
5.2;16.9;93;5;16.56336457690549
4.2;16.9;94;5;16.312015075286638
3.3;20.1;95;289;18.959389448089976
1.9;18.9;97;290;18.58560654505178
1.6;19.3;98;290;18.472832580764496
3.3;21.3;99;309;18.948593018958185
4.7;22.6;100;300;19.081126031524136
6.6;24.7;96;453;21.221768860760587
8.9;24.4;76;509;23.312453268439217
9.6;24.1;71;273;21.325602951770723
10.3;22.9;90;212;19.831512811367492
10.0;22.9;91;216;19.75928711988428
8.3;19.5;98;5;16.910134000790837
7.7;18.0;99;5;16.737970520504305
6.8;16.8;99;5;16.559801972506573
5.9;16.3;96;5;16.54178676937295
5.9;17.1;94;5;16.648555665949026
5.9;17.7;93;5;16.70194011423706
5.1;18.2;94;5;16.490183623284373
4.7;18.3;96;5;16.304228705375973
5.0;18.2;97;5;16.310233773087177
5.3;18.0;98;5;16.316238840798388
5.3;19.5;98;289;19.1951662098875
5.2;19.3;98;289;19.175369704554416
6.2;21.4;95;415;20.810758696077613
13.6;23.4;61;268;22.600622306969274
13.4;23.3;59;277;22.759031806688345
14.0;21.7;63;197;21.853307589453248
13.2;20.7;67;208;21.59290550384764
12.4;19.8;72;21;19.271979466152438
11.8;17.5;78;5;18.670700653209437
11.4;16.6;84;5;18.271207942148887
10.0;16.6;89;5;17.727134626045558
9.7;16.8;90;5;17.614360661758276
9.5;17.0;90;5;17.574767651092113
9.1;18.8;87;221;19.845341706043783
9.1;19.0;87;221;19.845341706043783
8.7;18.6;87;221;19.766155684711457
8.6;18.5;87;221;19.746359179378373
7.8;20.1;82;223;19.875183514555946
8.5;21.0;76;302;21.134894129496164
11.0;23.4;57;274;22.360273370667407
9.7;23.5;55;142;20.871594695379045
11.2;20.7;61;21;19.621650333323867
10.4;18.0;64;5;19.140931854578817
9.7;16.8;67;5;18.84220297238313
9.6;16.8;74;5;18.44871532903379
9.0;16.9;77;5;18.169782952171186
8.2;17.7;77;5;18.011410909506534
7.6;18.6;79;221;19.97546971235186
7.2;19.1;81;224;19.81992599904651
7.0;18.5;81;226;19.800607124782385
6.7;18.2;83;227;19.644585780408082
7.4;24.0;69;494;23.23714080344398
7.5;23.4;65;333;21.83840712156531
7.6;24.2;64;567;24.283662034224648
8.1;23.6;61;190;20.721123193970378
7.4;23.1;61;211;20.795426088860186
7.2;22.0;67;16;18.458798089267287
7.2;19.7;69;6;18.250658510681035
7.4;17.9;71;5;18.173345556570105
7.5;16.9;74;5;18.032988717039075
7.6;17.6;74;5;18.052785222372158
7.5;18.3;76;5;17.926219820463
7.3;19.2;75;289;20.818938627173985
7.3;19.1;72;287;20.95881783563606
7.2;18.9;74;287;20.832252433726907
7.1;18.9;77;288;20.66243965173073
7.8;19.9;78;290;20.767904877176303
9.4;21.6;73;305;21.50362722696106
9.8;23.0;71;276;21.395607167039945
10.7;24.1;67;308;22.111699690622398
10.2;23.4;65;303;22.068800719527978
9.6;23.1;66;321;22.079104466859775
9.1;23.5;71;334;21.844981585367414
8.8;22.4;74;29;18.53363292319357
9.0;17.7;79;5;18.06301405559511
9.5;16.9;80;5;18.108612133972485
9.8;16.5;81;5;18.114617201683693
9.9;17.3;84;5;17.974260362152663
9.8;18.1;85;5;17.901079408531544
9.8;19.8;85;289;20.780006777620656
9.6;19.5;87;287;20.613370733976378
9.8;19.2;87;287;20.652963744642545
9.9;19.4;87;287;20.672760249975624
9.8;19.3;88;287;20.59957929635451
9.8;20.5;90;306;20.68541469559778
10.4;21.5;91;311;20.801494620313317
10.5;22.4;91;310;20.81115405744538
10.9;22.1;95;309;20.666665217424537
10.8;22.0;95;308;20.63673164389044
11.5;22.7;94;251;20.250878742052024
12.5;23.7;93;286;20.857025630706506
12.0;24.0;94;306;20.907400019773423
11.5;20.2;95;5;17.703775516313556
11.7;18.7;95;5;17.743368526979722
11.4;17.6;97;5;17.5772101144044
11.2;17.0;96;5;17.591001552026277
11.0;16.8;94;5;17.65817743793619
11.0;17.1;94;5;17.65817743793619
10.9;17.7;94;5;17.638380932603106
10.5;19.5;92;274;20.392835153920696
10.0;19.2;92;287;20.425634513868523
9.2;19.3;90;288;20.38416843598096
8.8;19.7;94;288;20.091444621496485
9.4;20.3;93;298;20.36497878379319
10.6;21.1;88;305;20.940418566637486
12.6;20.9;88;311;21.397171082505224
14.0;22.3;84;297;21.745940995506267
15.3;24.1;79;332;22.62501519331214
15.4;25.2;81;491;24.14983664603101
16.3;24.7;85;343;22.614181307125932
16.3;23.5;92;341;22.220216032707636
16.0;23.8;95;319;21.77765767142188
14.6;18.1;100;5;18.050544940198904
14.5;17.5;100;5;18.03074843486582
13.8;17.1;100;5;17.89217289753425
14.3;17.1;100;5;17.991155424199658
11.8;18.9;100;5;17.496242790872618
11.8;18.5;100;5;17.496242790872618
11.3;19.5;99;302;20.46135396819759
11.1;19.6;99;302;20.421760957531426
12.2;21.0;97;376;21.496434459646732
12.4;21.6;96;400;21.832701555425366
12.6;22.0;93;438;22.417656502594323
13.1;21.8;91;403;22.268610538800175
13.2;21.9;93;412;22.272871761366343
13.1;24.8;84;493;23.55463781490806
12.6;24.5;84;436;22.877842400784623
11.9;24.4;83;320;21.616751400423002
11.2;22.0;84;9;18.272163204286795
10.8;20.1;84;5;18.152428910150398
10.9;19.1;84;5;18.172225415483478
